Kod;id;g_name;screen_name;class;description
48968;67733368;Zhenskie tajny | Cherchez la femme;lafemmepub;WOMAN;
46968;67733368;Zhenskie tajny | Cherchez la femme;lafemmepub;WOMAN;
48969;70568337;Zhenskaja stranichka ?;women_is_page;WOMAN;Radost' zhizni dostupna vsem i vsegda
46969;70568337;Zhenskaja stranichka ?;women_is_page;WOMAN;Radost' zhizni dostupna vsem i vsegda
46970;60536761;ZhENSKAJa ODEZhDA. PLAT'Ja;instyle63;WOMAN;INStyle - internet magazin | Zhenskaja odezhda<br>Modnaja odezhda ? Internet magazin ? Samara<br><br>Telefony: +7(987)906-41-42?<br>Elektronnaja pochta: info@instyle63.ru?<br><br>Zhenskaja odezhda ot INStyle - eto internet magazin odezhdy s samym bol'shim vyborom zhenskoj odezhdy v Samare i odnim iz samyh bol'shih v Rossii. My predlagaem zhenskuju odezhdu na ljuboj vkus i fason ot Plat'ev do Verhnej odezhdy.<br><br>Nash magazin zhenskoj odezhdy rabotaet bez objazatel'noj predoplaty i s dostavkoj po vsej Rossii i SNG nalozhennym platezhom.<br><br>Internet magazin INStyle - eto ogromnyj vybor modelej odezhdy ot 40-go razmera i vyshe.<br><br>My osuschestvljaem besplatnuju dostavku odezhdy po vsej Rossii i stranam SNG.<br><br>Kachestvo nashego tovara podtverzhdajut nashi klienty https://vk.com/topic-60536761_31419605 =)<br><br>Udachnyh i zhelannyh pokupok! =*<br>#INStyle #Odezhda #Plat'ja #Zhenskaja odezhda<br><br>Rabochee vremja konsul'tantov internet-magazina:<br><br>S 09-00 do 21-00 (vremja Moskovskoe) c ponedel'nika po pjatnitsu.<br><br>V eto vremja my budem rady otvetit' na vse vashi voprosy kak po telefonu
48970;60536761;ZhENSKAJa ODEZhDA. PLAT'Ja;instyle63;WOMAN;INStyle - internet magazin | Zhenskaja odezhda<br>Modnaja odezhda ? Internet magazin ? Samara<br><br>Telefony: +7(987)906-41-42?<br>Elektronnaja pochta: info@instyle63.ru?<br><br>Zhenskaja odezhda ot INStyle - eto internet magazin odezhdy s samym bol'shim vyborom zhenskoj odezhdy v Samare i odnim iz samyh bol'shih v Rossii. My predlagaem zhenskuju odezhdu na ljuboj vkus i fason ot Plat'ev do Verhnej odezhdy.<br><br>Nash magazin zhenskoj odezhdy rabotaet bez objazatel'noj predoplaty i s dostavkoj po vsej Rossii i SNG nalozhennym platezhom.<br><br>Internet magazin INStyle - eto ogromnyj vybor modelej odezhdy ot 40-go razmera i vyshe.<br><br>My osuschestvljaem besplatnuju dostavku odezhdy po vsej Rossii i stranam SNG.<br><br>Kachestvo nashego tovara podtverzhdajut nashi klienty https://vk.com/topic-60536761_31419605 =)<br><br>Udachnyh i zhelannyh pokupok! =*<br>#INStyle #Odezhda #Plat'ja #Zhenskaja odezhda<br><br>Rabochee vremja konsul'tantov internet-magazina:<br><br>S 09-00 do 21-00 (vremja Moskovskoe) c ponedel'nika po pjatnitsu.<br><br>V eto vremja my budem rady otvetit' na vse vashi voprosy kak po telefonu
46971;71207407;Internet-magazin zhenskoj odezhdy;prospero_shop;WOMAN;BESPLATNAJa DOSTAVKA VO VSE REGIONY ROSSII !!!<br>POChEMU MY:<br>? Rabotaem 24/7<br>? 100% GARANTIJa VOZVRATA DENEG!!!<br>? VSEGDA V NALIChII!<br>? Menedzher konsul'tiruet v onlajn rezhime 24/7!!!<br>? Besplatnaja dostavka v ljubuju tochku Rossii!<br>? Sistema skidok i podarkov!!!<br><br>Nash internet magazin predlagaet Vam bol'shoj vybor zhenskoj odezhdy!<br> <br>V nashem internet-magazine zhenskoj odezhdy  vse TOL'KO SAMOE EKSKLJuZIVNOE. Kupit'  v nashem internet- magazine zhenskoj odezhdy dostatochno legko i ochen' bystro. <br><br>V nashem internet-magazine zhenskoj odezhdy<br>? Prostaja forma oformlenija zakaza
48971;71207407;Internet-magazin zhenskoj odezhdy;prospero_shop;WOMAN;BESPLATNAJa DOSTAVKA VO VSE REGIONY ROSSII !!!<br>POChEMU MY:<br>? Rabotaem 24/7<br>? 100% GARANTIJa VOZVRATA DENEG!!!<br>? VSEGDA V NALIChII!<br>? Menedzher konsul'tiruet v onlajn rezhime 24/7!!!<br>? Besplatnaja dostavka v ljubuju tochku Rossii!<br>? Sistema skidok i podarkov!!!<br><br>Nash internet magazin predlagaet Vam bol'shoj vybor zhenskoj odezhdy!<br> <br>V nashem internet-magazine zhenskoj odezhdy  vse TOL'KO SAMOE EKSKLJuZIVNOE. Kupit'  v nashem internet- magazine zhenskoj odezhdy dostatochno legko i ochen' bystro. <br><br>V nashem internet-magazine zhenskoj odezhdy<br>? Prostaja forma oformlenija zakaza
46972;90140064;Zhenskie slabosti;meeau;WOMAN;
48972;90140064;Zhenskie slabosti;meeau;WOMAN;
46973;65313102;Dnevnik zhenskogo schast'ja;dnevnik_zhenskogo_schastya;WOMAN;Arina Skoromnaja.<br><br>Sertifitsirovannyj fitnes-trener
48973;65313102;Dnevnik zhenskogo schast'ja;dnevnik_zhenskogo_schastya;WOMAN;Arina Skoromnaja.<br><br>Sertifitsirovannyj fitnes-trener
46974;94824720;?? Zhenskaja planeta;jenskaya_planeta;WOMAN;Jumor
48974;94824720;?? Zhenskaja planeta;jenskaya_planeta;WOMAN;Jumor
48975;46043502;Zhenskie mysli;womenquestions;WOMAN;
46975;46043502;Zhenskie mysli;womenquestions;WOMAN;
48976;41554426;Defile. Zhenskoe bel'e;defile;WOMAN;Defi*le — monobrendovyj magazin zhenskogo bel'ja i kupal'nikov ot kompanii Dikaja Orhideja. Kachestvennoe modnoe bel'e mozhet byt' dostupnym! <br>http://vk.com/page-41554426_43992232
46976;41554426;Defile. Zhenskoe bel'e;defile;WOMAN;Defi*le — monobrendovyj magazin zhenskogo bel'ja i kupal'nikov ot kompanii Dikaja Orhideja. Kachestvennoe modnoe bel'e mozhet byt' dostupnym! <br>http://vk.com/page-41554426_43992232
48977;14190714;????ZhENSKIE SEKRETY EKONOMII????Ufa;club14190714;WOMAN;DOBRO POZhALOVAT' V NAShU GRUPPU!<br>Optovye pokupki – eto prekrasnaja vozmozhnost' ekonomii semejnogo bjudzheta i sobstvennogo vremeni. <br>Predlagaem obschimi usilijami sobirat' optovye zakazy i pokupat' vse neobhodimoe po nizkim tsenam!<br>Nasha gruppa otkryta dlja vseh zhelajuschih priobretat' tovary po optovym tsenam!!!!
46977;14190714;????ZhENSKIE SEKRETY EKONOMII????Ufa;club14190714;WOMAN;DOBRO POZhALOVAT' V NAShU GRUPPU!<br>Optovye pokupki – eto prekrasnaja vozmozhnost' ekonomii semejnogo bjudzheta i sobstvennogo vremeni. <br>Predlagaem obschimi usilijami sobirat' optovye zakazy i pokupat' vse neobhodimoe po nizkim tsenam!<br>Nasha gruppa otkryta dlja vseh zhelajuschih priobretat' tovary po optovym tsenam!!!!
55888;35759651;Zhenskaja odezhda SWAG;woman_swag;WOMAN;
48978;35759651;Zhenskaja odezhda SWAG;woman_swag;WOMAN;
46978;35759651;Zhenskaja odezhda SWAG;woman_swag;WOMAN;
48979;75581931;POSTAVSchIK Zhenskaja odezhda Ukraina;washstyletk;WOMAN;
46979;75581931;POSTAVSchIK Zhenskaja odezhda Ukraina;washstyletk;WOMAN;
48980;94557670;Zhenskie zamorochki © Jumor s perchinkoj;female_zamorochki;WOMAN;Voz'mi s soboj horoshee nastroenie)
46980;94557670;Zhenskie zamorochki © Jumor s perchinkoj;female_zamorochki;WOMAN;Voz'mi s soboj horoshee nastroenie)
46981;83148926;Zhenskie hitrosti;misshitrost;WOMAN;Uznaj sovety krasoty i uspeha ot miss Hitrost'!
48981;83148926;Zhenskie hitrosti;misshitrost;WOMAN;Uznaj sovety krasoty i uspeha ot miss Hitrost'!
46982;58683074;Venets tvorenija | zhenskij zhurnal;vtpub;WOMAN;Podpisyvaemsja ?
48982;58683074;Venets tvorenija | zhenskij zhurnal;vtpub;WOMAN;Podpisyvaemsja ?
48983;37225458;Zhenskie Hitrosti;hitrostivk;WOMAN;
46983;37225458;Zhenskie Hitrosti;hitrostivk;WOMAN;
48984;38611377;Zhenskie shtuchki;club38611377;WOMAN;
46984;38611377;Zhenskie shtuchki;club38611377;WOMAN;
46985;37717219;Zhenskaja i detskaja odezhda STOK (G.N.Milovankina );nadejdamilovankina;WOMAN;modnaja detskaja i zhenskaja odezhda. dostavka v regiony. gruppa sozdana 21.09.10.<br>Zhenskaja i detskaja odezhda STOK (G.N.Milovankina )
48985;37717219;Zhenskaja i detskaja odezhda STOK (G.N.Milovankina );nadejdamilovankina;WOMAN;modnaja detskaja i zhenskaja odezhda. dostavka v regiony. gruppa sozdana 21.09.10.<br>Zhenskaja i detskaja odezhda STOK (G.N.Milovankina )
48986;59997847;Zhenskaja krasota;krasota_tmd;WOMAN;My za balans krasoty vneshnej i vnutrennej.Zdes' vy najdete mnogo interesnogo i poleznogo dlja krasoty
46986;59997847;Zhenskaja krasota;krasota_tmd;WOMAN;My za balans krasoty vneshnej i vnutrennej.Zdes' vy najdete mnogo interesnogo i poleznogo dlja krasoty
48987;46437948;Stroki zhenskoj dushi;i_poetry;WOMAN;
46987;46437948;Stroki zhenskoj dushi;i_poetry;WOMAN;
46988;42266059;ZhENSKAJa ODEZhDA BOL'ShIH RAZMEROV;nikole_odessa;WOMAN;OTPRAVKA ZAKAZOV   4 - 6 dnej.<br>============================
48988;42266059;ZhENSKAJa ODEZhDA BOL'ShIH RAZMEROV;nikole_odessa;WOMAN;OTPRAVKA ZAKAZOV   4 - 6 dnej.<br>============================
48989;94608076;?Krasivye Zhenskie Aksessuary i Ukrashenija?;style_girls;WOMAN;Ogromnyj vybor aksessuarov i ukrashenij na ljuboj vkus po ochen' prijatnym tsenam! Tol'ko u nas samye luchshie i stil'nye aksessuary!
46989;94608076;?Krasivye Zhenskie Aksessuary i Ukrashenija?;style_girls;WOMAN;Ogromnyj vybor aksessuarov i ukrashenij na ljuboj vkus po ochen' prijatnym tsenam! Tol'ko u nas samye luchshie i stil'nye aksessuary!
46990;48750874;Zhenskie premudrosti;vk.womandreams;WOMAN;Poleznye sovety
48990;48750874;Zhenskie premudrosti;vk.womandreams;WOMAN;Poleznye sovety
46991;64874955;Zhenskaja odezhda
48991;64874955;Zhenskaja odezhda
46992;21531023;Po-zhenski...;po__zhenski;WOMAN;Sumki V NALIChII! Besplatnaja dostavka! Chasiki v podarok!
48992;21531023;Po-zhenski...;po__zhenski;WOMAN;Sumki V NALIChII! Besplatnaja dostavka! Chasiki v podarok!
48993;52295772;"""""""MOLLIS"""" ® MODNAJa ZhENSKAJa ODEZhDA""";mollisshop31;WOMAN;Vy popali v MIR MODY
46993;52295772;"""""""MOLLIS"""" ® MODNAJa ZhENSKAJa ODEZhDA""";mollisshop31;WOMAN;Vy popali v MIR MODY
48994;105615735;Zhenskoe zdorov'e;club105615735;WOMAN;
46994;105615735;Zhenskoe zdorov'e;club105615735;WOMAN;
48995;2351335;Aleksandr Gordon | Muzhskoe / Zhenskoe | Politika;aleksandrgordon;WOMAN;"""Tsentral'nym Personazhem Gruppy Javljaetsja Radio- i Televeduschij"
46995;2351335;Aleksandr Gordon | Muzhskoe / Zhenskoe | Politika;aleksandrgordon;WOMAN;"""Tsentral'nym Personazhem Gruppy Javljaetsja Radio- i Televeduschij"
46996;43973841;MOLLIS ® MODNAJa ZhENSKAJa ODEZhDA;mollisshop;WOMAN;"""MAGAZIN Mollis nahoditsja po adresu: g.Voronezh ul. Fridriha Engel'sa 64a. TTs """" ATMOSFERA"""" 4 etazh <br>zvonite v magazin po nomeru: 206-50-13 <br>rabotaem s 10-00 do 21-00  bez vyhodnyh<br>i g. Voronezh TRK"""" ARENA"""" 2 etazh s 10 do 22  Bul'var Pobedy 23B. telef 228-12-11<br><br>PO VSEM INTERESUJuSchIM VAS VOPROSAM OBRASchAJTES' K ADMINISTRATORU GRUPPY!"""
48996;43973841;MOLLIS ® MODNAJa ZhENSKAJa ODEZhDA;mollisshop;WOMAN;"""MAGAZIN Mollis nahoditsja po adresu: g.Voronezh ul. Fridriha Engel'sa 64a. TTs """" ATMOSFERA"""" 4 etazh <br>zvonite v magazin po nomeru: 206-50-13 <br>rabotaem s 10-00 do 21-00  bez vyhodnyh<br>i g. Voronezh TRK"""" ARENA"""" 2 etazh s 10 do 22  Bul'var Pobedy 23B. telef 228-12-11<br><br>PO VSEM INTERESUJuSchIM VAS VOPROSAM OBRASchAJTES' K ADMINISTRATORU GRUPPY!"""
48997;72600958;Zhenskie shtuchki;womtricks;WOMAN;
46997;72600958;Zhenskie shtuchki;womtricks;WOMAN;
46998;64545476;Internet-magazin zhenskoj odezhdy;ladysklub;WOMAN;? Ustali ot nekachestvennyh kitajskih veschej dazhe v butikah?<br><br>? Vse ljudi hodjat odetye kak iz inkubatora? <br><br>? Beskonechnaja begotnja po magazinam?<br><br>? Kusajutsja tseny?<br>===============================<br>My predlagaem:<br>===============================<br>? Bolee 3000 modelej
48998;64545476;Internet-magazin zhenskoj odezhdy;ladysklub;WOMAN;? Ustali ot nekachestvennyh kitajskih veschej dazhe v butikah?<br><br>? Vse ljudi hodjat odetye kak iz inkubatora? <br><br>? Beskonechnaja begotnja po magazinam?<br><br>? Kusajutsja tseny?<br>===============================<br>My predlagaem:<br>===============================<br>? Bolee 3000 modelej
48999;100083605;Zhenskie shtuchki;ananas_ananas_love;WOMAN;
46999;100083605;Zhenskie shtuchki;ananas_ananas_love;WOMAN;
49000;70938661;Zhenskie sekrety;wualru;WOMAN;
47000;70938661;Zhenskie sekrety;wualru;WOMAN;
47001;79454539;Stil'naja zhenskaja odezhda i obuv' Ukraina
49001;79454539;Stil'naja zhenskaja odezhda i obuv' Ukraina
49002;37618720;Zhenskij klub ?Zdorov'e ? Retsepty;clubforwomen;WOMAN;Kak zakazat' reklamu?<br>Napisat' sjuda https://vk.com/nepobednaya
47002;37618720;Zhenskij klub ?Zdorov'e ? Retsepty;clubforwomen;WOMAN;Kak zakazat' reklamu?<br>Napisat' sjuda https://vk.com/nepobednaya
49003;35131161;Zhenskoe zdorov'e;zd_women;WOMAN;Sekrety zhenskogo zdorov'ja i krasoty
47003;35131161;Zhenskoe zdorov'e;zd_women;WOMAN;Sekrety zhenskogo zdorov'ja i krasoty
47004;50136412;Uchimsja namazu(zhenskij namaz);unamaz;WOMAN;??? ???? ?????? ??????<br>Obuchajuschij namaz
49004;50136412;Uchimsja namazu(zhenskij namaz);unamaz;WOMAN;??? ???? ?????? ??????<br>Obuchajuschij namaz
47005;96463868;Zhenskoe schast'e|krasota
49005;96463868;Zhenskoe schast'e|krasota
49006;72559199;Zhenskaja odezhda  bol'shie razmery;modabom24;WOMAN;Modnaja zhenskaja odezhda bol'shih razmerov i standart!Ot 42 do 64razmerov!V nalichii i na zakaz!
47006;72559199;Zhenskaja odezhda  bol'shie razmery;modabom24;WOMAN;Modnaja zhenskaja odezhda bol'shih razmerov i standart!Ot 42 do 64razmerov!V nalichii i na zakaz!
47007;67928793;Velikie mysli | Zhenskij klub;womanclub_thoughts;WOMAN;
49007;67928793;Velikie mysli | Zhenskij klub;womanclub_thoughts;WOMAN;
47008;51785684;Ugolok Zhenskogo schast'ja;happyworman;WOMAN;Dorogie zhenschiny! Priglashaem zagljanut' v nash zamechatel'nyj ugolok schast'ja. Zdes' vy vsegda smozhete zabyt' o povsednevnoj suete  okunut'sja v atmosferu skazki))
49008;51785684;Ugolok Zhenskogo schast'ja;happyworman;WOMAN;Dorogie zhenschiny! Priglashaem zagljanut' v nash zamechatel'nyj ugolok schast'ja. Zdes' vy vsegda smozhete zabyt' o povsednevnoj suete  okunut'sja v atmosferu skazki))
47009;30861883;Tseniteli zhenskoj krasoty | 18+;eroblg;WOMAN;"""Prosim ljudej mladshe 18 pokinut' stranitsu. Poseschaja etu stranitsu vy podtverzhdaete chto vam 18+ let.<br><br>Obzor vseh fotografij: http://vk.com/photos-30861883?rev=1<br><br>Nedel'nyj rasporjadok soobschestva:<br>- Ponedel'nik: v etot den' publikujutsja tol'ko novye fotografii iz al'bomov """"Ne publikovavshiesja"""" i """"Foto publikovavshiesja 1-2 raza"""" <br>- Pjatnitsa: v etot den' publikujutsja tol'ko luchshie fotografii soobschestva - iz al'boma """"Foto s lajkami vyshe srednego""""<br>- Subbota: v etot den' publikujutsja fotografii iz tak zvanoj """"bezdny"""" - iz al'boma Foto s lajkami nizhe srednego<br>- Ostal'nye dni: shtatnaja publikatsija fotografij <br><br>Menju soobschestva: http://vk.com/page-30861883_44222565<br><br>Kogda my prekrasny"
49009;30861883;Tseniteli zhenskoj krasoty | 18+;eroblg;WOMAN;"""Prosim ljudej mladshe 18 pokinut' stranitsu. Poseschaja etu stranitsu vy podtverzhdaete chto vam 18+ let.<br><br>Obzor vseh fotografij: http://vk.com/photos-30861883?rev=1<br><br>Nedel'nyj rasporjadok soobschestva:<br>- Ponedel'nik: v etot den' publikujutsja tol'ko novye fotografii iz al'bomov """"Ne publikovavshiesja"""" i """"Foto publikovavshiesja 1-2 raza"""" <br>- Pjatnitsa: v etot den' publikujutsja tol'ko luchshie fotografii soobschestva - iz al'boma """"Foto s lajkami vyshe srednego""""<br>- Subbota: v etot den' publikujutsja fotografii iz tak zvanoj """"bezdny"""" - iz al'boma Foto s lajkami nizhe srednego<br>- Ostal'nye dni: shtatnaja publikatsija fotografij <br><br>Menju soobschestva: http://vk.com/page-30861883_44222565<br><br>Kogda my prekrasny"
47010;11554213;PIKAP SOBLAZNENIE zhenskij;club11554213;WOMAN;
49010;11554213;PIKAP SOBLAZNENIE zhenskij;club11554213;WOMAN;
49011;69530944;Zhenskij klub ORIGINALITY
47011;69530944;Zhenskij klub ORIGINALITY
47012;75209358;Zhenskij Ugolok ? Sovety hozjajke;womens_modern;WOMAN;Zhenschina... Nebesnoe sozdan'e.<br>Voploschen'e skazochnoj mechty.<br>Oblako nesbytochnyh zhelanij.<br>Veter iz dobra i krasoty.<br>Skol'ko sil zatratila priroda
49012;75209358;Zhenskij Ugolok ? Sovety hozjajke;womens_modern;WOMAN;Zhenschina... Nebesnoe sozdan'e.<br>Voploschen'e skazochnoj mechty.<br>Oblako nesbytochnyh zhelanij.<br>Veter iz dobra i krasoty.<br>Skol'ko sil zatratila priroda
49013;3734315;Zhenskaja sbornaja Rossii po volejbolu;russia_womens_volley_team;WOMAN;gruppa o Zhenskoj natsional'noj komande Rossii po volejbolu
47013;3734315;Zhenskaja sbornaja Rossii po volejbolu;russia_womens_volley_team;WOMAN;gruppa o Zhenskoj natsional'noj komande Rossii po volejbolu
49014;53912264;Salon zhenskoj obuvi Bati;salon_bati;WOMAN;"""Adresa nashih magazinov: <br><br>ul. P. Zheleznjaka"
47014;53912264;Salon zhenskoj obuvi Bati;salon_bati;WOMAN;"""Adresa nashih magazinov: <br><br>ul. P. Zheleznjaka"
49015;48425944;HAPPY SHOP |ZhENSKAJa ODEZhDA|;shopping_happy;WOMAN;"""Zhenskaja odezhda LJuBOJ RAZMER!ot 500 rub!<br><br>Odezhda na vse sezony"
47015;48425944;HAPPY SHOP |ZhENSKAJa ODEZhDA|;shopping_happy;WOMAN;"""Zhenskaja odezhda LJuBOJ RAZMER!ot 500 rub!<br><br>Odezhda na vse sezony"
47016;100089998;Zhenskoe ocharovanie ?;ocharovanie_krasota;WOMAN;
49016;100089998;Zhenskoe ocharovanie ?;ocharovanie_krasota;WOMAN;
49017;58554770;Sister's zhenskaja odezhda i obuv' Minsk;sistersby;WOMAN;Internet-magazin Sisters.by — eto prekrasnaja vozmozhnost' kupit' stil'nuju i kachestvennuju obuv' i odezhdu
47017;58554770;Sister's zhenskaja odezhda i obuv' Minsk;sistersby;WOMAN;Internet-magazin Sisters.by — eto prekrasnaja vozmozhnost' kupit' stil'nuju i kachestvennuju obuv' i odezhdu
47018;76697068;???? Zhenskaja ? shpargalka ?????;womens_crib;WOMAN;
49018;76697068;???? Zhenskaja ? shpargalka ?????;womens_crib;WOMAN;
49019;84808204;Podslushano | Zhenskie sekrety
47019;84808204;Podslushano | Zhenskie sekrety
55893;95215278;Zhenskaja Dusha | Woman's Soul;womans_vk;WOMAN;Moej dushe teplo v tvoih rukah....
49020;95215278;Zhenskaja Dusha | Woman's Soul;womans_vk;WOMAN;Moej dushe teplo v tvoih rukah....
47020;95215278;Zhenskaja Dusha | Woman's Soul;womans_vk;WOMAN;Moej dushe teplo v tvoih rukah....
49021;83651345;ENKOR | Zhenskij Zhurnal;journal_enkor;WOMAN;
47021;83651345;ENKOR | Zhenskij Zhurnal;journal_enkor;WOMAN;
47022;6836664;Zhenskaja dusha...;best_for_soul;WOMAN;Vdohnovljaem k schastlivoj zhizni
49022;6836664;Zhenskaja dusha...;best_for_soul;WOMAN;Vdohnovljaem k schastlivoj zhizni
49023;76782219;Na Zhenskoj Volne ? Podpishis';womanwave;WOMAN;
47023;76782219;Na Zhenskoj Volne ? Podpishis';womanwave;WOMAN;
47024;34645356;Kurtka parka zhenskaja;club34645356;WOMAN;Shourum: My otkryty po adresu :ul: Vorontsovskaja d 15/10
49024;34645356;Kurtka parka zhenskaja;club34645356;WOMAN;Shourum: My otkryty po adresu :ul: Vorontsovskaja d 15/10
47025;78686731;Zhenskoe Zimnee PAL'TO s mehom Mehovym vorotnikom;paltoclub;WOMAN;"""? Proizvodstvo Rossija! Fabrichnoe kachestvo!  <br>Pal'to est' v garderobe kazhdoj zhenschiny. Pravil'no podobrannoe zhenskoe pal'to ne tol'ko sogreet v prohladnuju pogodu"
49025;78686731;Zhenskoe Zimnee PAL'TO s mehom Mehovym vorotnikom;paltoclub;WOMAN;"""? Proizvodstvo Rossija! Fabrichnoe kachestvo!  <br>Pal'to est' v garderobe kazhdoj zhenschiny. Pravil'no podobrannoe zhenskoe pal'to ne tol'ko sogreet v prohladnuju pogodu"
47026;37777535;"""Zhenskaja odezhda """"Ralina Nikolaeva"""" g.Kazan'""";ralina_nikolaeva;WOMAN;"""Dobro pozhalovat' v ofitsial'nuju gruppu magazina zhenskoj brendovoj odezhdy """"Ralina Nikolaeva"""".<br>    Zdes' Vy mozhete oznakomit'sja s modeljami iz poslednih kollektsij"
49026;37777535;"""Zhenskaja odezhda """"Ralina Nikolaeva"""" g.Kazan'""";ralina_nikolaeva;WOMAN;"""Dobro pozhalovat' v ofitsial'nuju gruppu magazina zhenskoj brendovoj odezhdy """"Ralina Nikolaeva"""".<br>    Zdes' Vy mozhete oznakomit'sja s modeljami iz poslednih kollektsij"
47027;104775201;POMADA| Zhenskij zhurnal;lipstick_wj;WOMAN;
49027;104775201;POMADA| Zhenskij zhurnal;lipstick_wj;WOMAN;
47028;105518283;Zhenskie shtuchki! | Poleznosti iz mira zhenschin!;club105518283;WOMAN;
49028;105518283;Zhenskie shtuchki! | Poleznosti iz mira zhenschin!;club105518283;WOMAN;
47917;105518283;Zhenskie shtuchki! | Poleznosti iz mira zhenschin!;club105518283;WOMAN;
49029;54478267;Zhenskie shtuchki;shtukas;WOMAN;
47029;54478267;Zhenskie shtuchki;shtukas;WOMAN;
55895;73979068;"""""""Nastojaschaja zhenschina""""- Zhenskij zhurnal""";a_real_woman;WOMAN;
47918;73979068;"""""""Nastojaschaja zhenschina""""- Zhenskij zhurnal""";a_real_woman;WOMAN;
47030;73979068;"""""""Nastojaschaja zhenschina""""- Zhenskij zhurnal""";a_real_woman;WOMAN;
49030;73979068;"""""""Nastojaschaja zhenschina""""- Zhenskij zhurnal""";a_real_woman;WOMAN;
47031;34025912;Koroleva ?? Zhenskij zhurnal;slovno_koroleva;WOMAN;
49031;34025912;Koroleva ?? Zhenskij zhurnal;slovno_koroleva;WOMAN;
49032;34308709;Zhenskaja Filosofija;women.philosophy;WOMAN;
47032;34308709;Zhenskaja Filosofija;women.philosophy;WOMAN;
49033;94621111;Sekrety natural'noj krasoty i zhenskogo zdorov'ja;club94621111;WOMAN;
47033;94621111;Sekrety natural'noj krasoty i zhenskogo zdorov'ja;club94621111;WOMAN;
47034;55422383;ZhENSKAJa ODEZhDA BOL'ShIH RAZMEROV;shmottur;WOMAN;Mir prijatnogo
49034;55422383;ZhENSKAJa ODEZhDA BOL'ShIH RAZMEROV;shmottur;WOMAN;Mir prijatnogo
49035;15903949;Zhenskaja druzhba;club15903949;WOMAN;
47035;15903949;Zhenskaja druzhba;club15903949;WOMAN;
49036;41814822;Bjust'e. Zhenskoe bel'e i kupal'niki;bustier;WOMAN;Bjust'e – set' mul'tibrendovyh magazinov zhenskogo bel'ja
47036;41814822;Bjust'e. Zhenskoe bel'e i kupal'niki;bustier;WOMAN;Bjust'e – set' mul'tibrendovyh magazinov zhenskogo bel'ja
47037;72928113;Zhenskoe nizhnee bel'e Twice.com.ua;twice8;WOMAN;
49037;72928113;Zhenskoe nizhnee bel'e Twice.com.ua;twice8;WOMAN;
47038;33115938;PARTY21 ZhENSKAJa ODEZhDA PLAT'Ja;party_21;WOMAN;"""Ofitsial'naja gruppa seti magazinov Party 21.<br><br>g. Kazan'"
49038;33115938;PARTY21 ZhENSKAJa ODEZhDA PLAT'Ja;party_21;WOMAN;"""Ofitsial'naja gruppa seti magazinov Party 21.<br><br>g. Kazan'"
